SalesID,InventoryID,CustID,EmployeeID,Price,Unit_Price,Sale_Date,quantity
16,14,71,4,19.0,4.75,2024-10-01 17:53:41,4
17,27,60,6,5.55,5.55,2024-10-01 06:09:28,1
18,7,11,2,19.8,4.95,2024-10-01 05:59:35,4
18,11,11,2,4.95,4.95,2024-10-01 19:06:42,1
19,10,58,7,19.8,4.95,2024-10-01 00:42:09,4
19,29,58,7,16.65,5.55,2024-10-01 04:37:20,3
19,19,58,7,18.15,6.05,2024-10-01 14:05:20,3
19,28,58,7,5.55,5.55,2024-10-01 22:49:26,1
20,1,69,5,19.5,6.5,2024-10-01 21:46:57,3
20,15,69,5,4.75,4.75,2024-10-01 13:59:16,1
20,35,69,5,6.35,6.35,2024-10-01 04:15:27,1
20,18,69,5,6.3,6.3,2024-10-01 19:40:41,1
20,15,69,5,4.75,4.75,2024-10-01 21:12:04,1
21,23,49,3,5.35,5.35,2024-10-01 18:34:20,1
22,27,46,2,16.65,5.55,2024-10-01 01:42:12,3
22,28,46,2,5.55,5.55,2024-10-01 12:30:09,1
22,33,46,2,21.4,5.35,2024-10-01 19:29:24,4
22,16,46,2,17.25,5.75,2024-10-01 15:24:03,3
22,25,46,2,21.4,5.35,2024-10-01 17:24:11,4
23,3,47,5,25.4,6.35,2024-10-01 15:00:29,4
23,11,47,5,14.85,4.95,2024-10-01 11:27:51,3
23,27,47,5,5.55,5.55,2024-10-01 07:11:15,1
24,21,11,7,19.8,4.95,2024-10-01 12:34:26,4
25,23,51,7,16.05,5.35,2024-10-01 16:22:15,3
25,33,51,7,5.35,5.35,2024-10-01 08:15:57,1
25,38,51,7,13.3,6.65,2024-10-01 09:46:14,2
26,34,75,7,16.05,5.35,2024-10-01 23:46:35,3
26,13,75,7,19.0,4.75,2024-10-01 02:32:28,4
27,27,3,5,11.1,5.55,2024-10-01 11:16:00,2
27,33,3,5,5.35,5.35,2024-10-01 06:00:36,1
27,6,3,5,19.0,4.75,2024-10-01 19:46:01,4
27,26,3,5,5.55,5.55,2024-10-01 01:21:21,1
27,6,3,5,4.75,4.75,2024-10-01 09:58:56,1
28,33,56,4,16.05,5.35,2024-10-01 14:01:51,3
28,4,56,4,9.5,4.75,2024-10-01 11:17:10,2
28,23,56,4,10.7,5.35,2024-10-01 05:20:13,2
29,19,15,4,24.2,6.05,2024-10-01 11:30:50,4
29,32,15,4,16.05,5.35,2024-10-01 15:34:18,3
29,34,15,4,16.05,5.35,2024-10-01 20:55:05,3
29,37,15,4,6.9,6.9,2024-10-01 11:16:01,1
29,15,15,4,9.5,4.75,2024-10-01 20:19:50,2
30,26,24,7,16.65,5.55,2024-10-01 14:58:11,3
30,18,24,7,25.2,6.3,2024-10-01 07:53:08,4
30,26,24,7,22.2,5.55,2024-10-01 14:00:16,4
30,16,24,7,23.0,5.75,2024-10-01 03:19:29,4
30,6,24,7,14.25,4.75,2024-10-01 05:57:19,3
31,30,58,4,11.1,5.55,2024-10-01 12:31:30,2
31,19,58,4,24.2,6.05,2024-10-01 06:18:30,4
31,31,58,4,5.55,5.55,2024-10-01 22:27:19,1
31,36,58,4,19.05,6.35,2024-10-01 09:19:33,3
31,34,58,4,10.7,5.35,2024-10-01 12:11:04,2
32,9,28,5,19.8,4.95,2024-10-01 15:18:48,4
32,16,28,5,5.75,5.75,2024-10-01 03:19:51,1
33,25,63,3,10.7,5.35,2024-10-01 05:21:21,2
33,23,63,3,5.35,5.35,2024-10-01 06:47:53,1
33,17,63,3,23.0,5.75,2024-10-01 12:02:29,4
33,15,63,3,4.75,4.75,2024-10-01 02:32:48,1
34,15,5,2,4.75,4.75,2024-10-01 12:35:05,1
34,33,5,2,5.35,5.35,2024-10-01 14:06:11,1
34,29,5,2,16.65,5.55,2024-10-01 20:45:38,3
34,27,5,2,16.65,5.55,2024-10-01 21:55:49,3
34,11,5,2,9.9,4.95,2024-10-01 06:32:07,2
35,32,70,6,5.35,5.35,2024-10-01 02:46:31,1
35,35,70,6,6.35,6.35,2024-10-01 03:10:31,1
35,8,70,6,4.95,4.95,2024-10-01 05:18:01,1
35,19,70,6,18.15,6.05,2024-10-01 15:01:27,3
35,6,70,6,19.0,4.75,2024-10-01 09:07:52,4
36,6,60,7,19.0,4.75,2024-10-01 11:39:17,4
36,35,60,7,25.4,6.35,2024-10-01 20:01:30,4
36,12,60,7,4.95,4.95,2024-10-01 12:18:09,1
36,30,60,7,11.1,5.55,2024-10-01 05:17:34,2
36,20,60,7,28.4,7.1,2024-10-01 22:55:39,4
37,17,2,1,5.75,5.75,2024-10-01 02:39:00,1
37,36,2,1,6.35,6.35,2024-10-01 11:56:59,1
37,35,2,1,6.35,6.35,2024-10-01 20:15:50,1
37,11,2,1,9.9,4.95,2024-10-01 10:59:56,2
38,24,39,4,16.65,5.55,2024-10-01 07:06:18,3
38,12,39,4,14.85,4.95,2024-10-01 13:14:18,3
38,2,39,4,13.05,4.35,2024-10-01 19:23:47,3
39,28,46,5,16.65,5.55,2024-10-01 18:56:53,3
39,26,46,5,5.55,5.55,2024-10-01 15:45:10,1
39,3,46,5,12.7,6.35,2024-10-01 13:16:50,2
40,15,14,1,9.5,4.75,2024-10-01 02:53:52,2
40,38,14,1,26.6,6.65,2024-10-01 01:35:04,4
40,22,14,1,20.85,6.95,2024-10-01 20:30:59,3
41,36,7,7,12.7,6.35,2024-10-01 10:22:08,2
41,24,7,7,11.1,5.55,2024-10-01 15:53:21,2
42,1,3,6,13.0,6.5,2024-10-01 00:06:20,2
42,1,3,6,6.5,6.5,2024-10-01 16:57:12,1
42,6,3,6,9.5,4.75,2024-10-01 13:57:04,2
43,13,15,7,9.5,4.75,2024-10-01 21:14:18,2
44,31,62,7,16.65,5.55,2024-10-01 18:18:46,3
44,10,62,7,14.85,4.95,2024-10-01 19:48:50,3
44,3,62,7,12.7,6.35,2024-10-01 23:38:42,2
44,37,62,7,6.9,6.9,2024-10-01 21:08:22,1
45,3,51,4,12.7,6.35,2024-10-01 23:38:41,2
46,34,71,5,21.4,5.35,2024-10-01 17:52:01,4
46,32,71,5,16.05,5.35,2024-10-01 08:21:16,3
46,29,71,5,5.55,5.55,2024-10-01 12:25:26,1
46,32,71,5,10.7,5.35,2024-10-01 18:23:21,2
46,3,71,5,12.7,6.35,2024-10-01 13:30:07,2
47,3,45,5,19.05,6.35,2024-10-01 03:11:50,3
47,23,45,5,10.7,5.35,2024-10-01 03:17:20,2
47,8,45,5,4.95,4.95,2024-10-01 21:56:01,1
47,12,45,5,14.85,4.95,2024-10-01 20:56:41,3
48,38,8,6,19.95,6.65,2024-10-01 07:35:55,3
48,12,8,6,4.95,4.95,2024-10-01 21:28:58,1
48,36,8,6,12.7,6.35,2024-10-01 22:58:11,2
48,33,8,6,5.35,5.35,2024-10-01 02:24:06,1
48,26,8,6,5.55,5.55,2024-10-01 00:35:24,1
49,22,29,7,27.8,6.95,2024-10-01 03:15:42,4
50,26,57,6,16.65,5.55,2024-10-01 19:19:57,3
51,30,72,7,5.55,5.55,2024-10-01 22:36:54,1
51,32,72,7,21.4,5.35,2024-10-01 08:27:39,4
51,28,72,7,5.55,5.55,2024-10-01 14:32:01,1
51,15,72,7,14.25,4.75,2024-10-01 13:19:15,3
51,26,72,7,11.1,5.55,2024-10-01 12:43:51,2
52,2,11,4,8.7,4.35,2024-10-01 08:12:14,2
52,30,11,4,16.65,5.55,2024-10-01 09:06:20,3
53,15,15,5,19.0,4.75,2024-10-01 19:03:24,4
53,28,15,5,5.55,5.55,2024-10-01 12:58:23,1
54,37,60,3,13.8,6.9,2024-10-01 02:05:58,2
54,12,60,3,9.9,4.95,2024-10-01 06:02:15,2
54,24,60,3,16.65,5.55,2024-10-01 14:07:29,3
54,34,60,3,16.05,5.35,2024-10-01 22:10:39,3
54,28,60,3,5.55,5.55,2024-10-01 20:08:17,1
55,33,28,7,21.4,5.35,2024-10-01 07:42:43,4
56,24,43,4,16.65,5.55,2024-10-01 01:47:39,3
56,10,43,4,9.9,4.95,2024-10-01 22:27:07,2
57,31,53,4,5.55,5.55,2024-10-01 03:07:12,1
57,28,53,4,22.2,5.55,2024-10-01 16:34:31,4
57,31,53,4,11.1,5.55,2024-10-01 12:52:18,2
57,29,53,4,16.65,5.55,2024-10-01 17:20:16,3
58,11,32,3,14.85,4.95,2024-10-01 01:54:48,3
58,36,32,3,25.4,6.35,2024-10-01 22:29:56,4
58,14,32,3,4.75,4.75,2024-10-01 17:26:18,1
59,37,61,4,20.7,6.9,2024-10-01 08:45:15,3
59,27,61,4,11.1,5.55,2024-10-01 14:36:25,2
59,38,61,4,6.65,6.65,2024-10-01 07:25:24,1
60,8,23,1,4.95,4.95,2024-10-01 14:53:36,1
60,29,23,1,22.2,5.55,2024-10-01 20:26:08,4
60,32,23,1,21.4,5.35,2024-10-01 15:27:18,4
60,38,23,1,6.65,6.65,2024-10-01 14:23:49,1
61,12,20,5,9.9,4.95,2024-10-01 17:59:48,2
62,14,58,6,9.5,4.75,2024-10-01 14:55:16,2
62,24,58,6,5.55,5.55,2024-10-01 21:35:05,1
62,17,58,6,23.0,5.75,2024-10-01 05:45:30,4
62,1,58,6,6.5,6.5,2024-10-01 12:18:54,1
62,17,58,6,23.0,5.75,2024-10-01 07:46:51,4
63,14,5,6,4.75,4.75,2024-10-01 14:11:18,1
63,29,5,6,16.65,5.55,2024-10-01 17:50:39,3
64,13,61,2,4.75,4.75,2024-10-01 08:11:38,1
64,9,61,2,19.8,4.95,2024-10-01 23:18:33,4
64,38,61,2,13.3,6.65,2024-10-01 20:35:27,2
64,26,61,2,11.1,5.55,2024-10-01 07:52:46,2
65,31,2,6,11.1,5.55,2024-10-01 13:18:18,2
65,4,2,6,9.5,4.75,2024-10-01 16:23:40,2
65,22,2,6,27.8,6.95,2024-10-01 14:51:11,4
65,1,2,6,19.5,6.5,2024-10-01 04:12:15,3
66,24,57,5,5.55,5.55,2024-10-01 17:37:16,1
66,32,57,5,5.35,5.35,2024-10-01 16:20:30,1
66,2,57,5,17.4,4.35,2024-10-01 10:58:06,4
66,38,57,5,26.6,6.65,2024-10-01 10:22:18,4
66,2,57,5,13.05,4.35,2024-10-01 23:33:12,3
67,22,53,5,6.95,6.95,2024-10-01 19:16:57,1
67,24,53,5,5.55,5.55,2024-10-01 09:25:50,1
68,16,20,7,5.75,5.75,2024-10-01 10:37:32,1
68,7,20,7,19.8,4.95,2024-10-01 13:34:19,4
68,25,20,7,10.7,5.35,2024-10-01 06:13:38,2
69,34,38,3,21.4,5.35,2024-10-01 13:54:47,4
69,3,38,3,25.4,6.35,2024-10-01 09:10:54,4
69,2,38,3,13.05,4.35,2024-10-01 17:00:36,3
69,36,38,3,12.7,6.35,2024-10-01 16:48:05,2
70,11,73,3,9.9,4.95,2024-10-01 21:04:25,2
70,4,73,3,19.0,4.75,2024-10-01 09:07:47,4
71,9,64,2,9.9,4.95,2024-10-01 17:25:47,2
71,31,64,2,22.2,5.55,2024-10-01 14:32:12,4
71,10,64,2,9.9,4.95,2024-10-01 18:34:58,2
71,1,64,2,13.0,6.5,2024-10-01 06:28:52,2
72,11,13,2,9.9,4.95,2024-10-01 00:33:23,2
72,9,13,2,9.9,4.95,2024-10-01 10:31:40,2
72,35,13,2,25.4,6.35,2024-10-01 03:03:18,4
73,17,42,1,23.0,5.75,2024-10-01 01:13:31,4
73,4,42,1,14.25,4.75,2024-10-01 09:53:09,3
73,13,42,1,14.25,4.75,2024-10-01 04:26:13,3
73,29,42,1,5.55,5.55,2024-10-01 12:38:15,1
73,13,42,1,9.5,4.75,2024-10-01 12:23:46,2
74,18,1,2,6.3,6.3,2024-10-01 00:54:29,1
74,13,1,2,9.5,4.75,2024-10-01 18:30:33,2
75,3,72,5,12.7,6.35,2024-10-01 07:43:00,2
75,4,72,5,4.75,4.75,2024-10-01 01:40:21,1
75,6,72,5,9.5,4.75,2024-10-01 21:13:41,2
75,35,72,5,12.7,6.35,2024-10-01 17:29:53,2
76,8,58,3,9.9,4.95,2024-10-01 10:38:37,2
76,29,58,3,22.2,5.55,2024-10-01 08:35:24,4
76,9,58,3,19.8,4.95,2024-10-01 18:07:32,4
77,35,5,4,12.7,6.35,2024-10-01 00:40:09,2
78,8,36,5,9.9,4.95,2024-10-01 15:03:54,2
78,22,36,5,6.95,6.95,2024-10-01 20:53:15,1
78,36,36,5,12.7,6.35,2024-10-01 17:18:39,2
79,18,36,1,6.3,6.3,2024-10-01 17:10:15,1
79,37,36,1,6.9,6.9,2024-10-01 14:03:54,1
79,1,36,1,26.0,6.5,2024-10-01 04:54:38,4
80,31,47,3,22.2,5.55,2024-10-01 00:51:35,4
80,36,47,3,19.05,6.35,2024-10-01 19:29:59,3
80,23,47,3,21.4,5.35,2024-10-01 04:51:40,4
81,34,17,5,16.05,5.35,2024-10-01 04:38:40,3
82,24,30,2,11.1,5.55,2024-10-01 15:40:41,2
82,12,30,2,9.9,4.95,2024-10-01 19:26:42,2
82,33,30,2,21.4,5.35,2024-10-01 10:25:21,4
83,23,66,5,5.35,5.35,2024-10-01 11:08:51,1
83,17,66,5,11.5,5.75,2024-10-01 01:22:00,2
83,38,66,5,13.3,6.65,2024-10-01 01:13:16,2
83,6,66,5,9.5,4.75,2024-10-01 06:37:54,2
83,18,66,5,25.2,6.3,2024-10-01 02:20:52,4
84,16,15,5,11.5,5.75,2024-10-01 12:08:19,2
84,5,15,5,9.9,4.95,2024-10-01 04:36:01,2
85,28,72,4,5.55,5.55,2024-10-01 08:13:55,1
85,16,72,4,5.75,5.75,2024-10-01 21:48:04,1
86,13,52,4,9.5,4.75,2024-10-01 21:31:07,2
87,27,65,7,22.2,5.55,2024-10-01 11:15:27,4
88,23,57,1,21.4,5.35,2024-10-01 21:10:01,4
88,12,57,1,4.95,4.95,2024-10-01 21:37:12,1
89,38,13,1,19.95,6.65,2024-10-01 08:44:08,3
89,27,13,1,11.1,5.55,2024-10-01 21:40:08,2
89,32,13,1,16.05,5.35,2024-10-01 07:03:15,3
89,25,13,1,16.05,5.35,2024-10-01 05:10:01,3
89,9,13,1,19.8,4.95,2024-10-01 17:57:20,4
90,19,15,7,6.05,6.05,2024-10-01 10:05:45,1
91,34,5,7,10.7,5.35,2024-10-01 07:27:06,2
91,38,5,7,6.65,6.65,2024-10-01 09:16:40,1
91,33,5,7,10.7,5.35,2024-10-01 03:23:24,2
91,17,5,7,5.75,5.75,2024-10-01 05:38:49,1
91,21,5,7,9.9,4.95,2024-10-01 15:00:11,2
92,37,11,1,27.6,6.9,2024-10-01 16:01:00,4
92,1,11,1,6.5,6.5,2024-10-01 01:17:57,1
93,30,4,4,5.55,5.55,2024-10-01 00:19:10,1
93,29,4,4,11.1,5.55,2024-10-01 12:45:14,2
93,16,4,4,23.0,5.75,2024-10-01 14:48:09,4
93,7,4,4,4.95,4.95,2024-10-01 01:49:45,1
93,33,4,4,10.7,5.35,2024-10-01 19:49:23,2
94,21,8,7,4.95,4.95,2024-10-01 15:39:55,1
94,11,8,7,9.9,4.95,2024-10-01 07:56:31,2
94,38,8,7,6.65,6.65,2024-10-01 11:11:41,1
95,28,50,5,22.2,5.55,2024-10-01 23:34:47,4
95,20,50,5,7.1,7.1,2024-10-01 01:48:30,1
96,17,38,1,23.0,5.75,2024-10-01 14:58:30,4
96,11,38,1,14.85,4.95,2024-10-01 06:58:10,3
96,32,38,1,10.7,5.35,2024-10-01 07:01:04,2
96,10,38,1,9.9,4.95,2024-10-01 09:41:39,2
96,11,38,1,14.85,4.95,2024-10-01 11:33:23,3
97,35,59,3,12.7,6.35,2024-10-01 06:13:44,2
97,34,59,3,5.35,5.35,2024-10-01 14:58:00,1
97,32,59,3,10.7,5.35,2024-10-01 17:34:11,2
97,10,59,3,19.8,4.95,2024-10-01 23:01:40,4
97,5,59,3,9.9,4.95,2024-10-01 00:09:09,2
98,8,43,4,9.9,4.95,2024-10-01 07:12:01,2
98,1,43,4,26.0,6.5,2024-10-01 07:19:15,4
98,30,43,4,11.1,5.55,2024-10-01 19:10:14,2
98,8,43,4,19.8,4.95,2024-10-01 13:54:04,4
98,4,43,4,19.0,4.75,2024-10-01 03:44:29,4
99,4,65,6,19.0,4.75,2024-10-01 16:47:21,4
100,29,3,1,22.2,5.55,2024-10-01 19:29:36,4
100,1,3,1,26.0,6.5,2024-10-01 18:48:24,4
100,8,3,1,19.8,4.95,2024-10-01 11:22:44,4
101,38,34,7,26.6,6.65,2024-10-01 13:30:34,4
101,37,34,7,13.8,6.9,2024-10-01 22:47:37,2
101,1,34,7,6.5,6.5,2024-10-01 17:27:54,1
101,3,34,7,12.7,6.35,2024-10-01 12:42:46,2
101,3,34,7,19.05,6.35,2024-10-01 09:53:55,3
102,34,29,5,21.4,5.35,2024-10-01 07:44:54,4
103,7,2,2,19.8,4.95,2024-10-01 09:53:08,4
103,26,2,2,22.2,5.55,2024-10-01 18:32:31,4
103,31,2,2,11.1,5.55,2024-10-01 04:59:50,2
104,12,30,2,9.9,4.95,2024-10-01 01:12:28,2
104,8,30,2,4.95,4.95,2024-10-01 12:41:48,1
104,15,30,2,9.5,4.75,2024-10-01 17:23:34,2
104,12,30,2,19.8,4.95,2024-10-01 11:14:37,4
104,36,30,2,12.7,6.35,2024-10-01 04:05:01,2
105,27,59,3,16.65,5.55,2024-10-01 07:16:42,3
105,6,59,3,9.5,4.75,2024-10-01 02:16:57,2
105,22,59,3,27.8,6.95,2024-10-01 12:39:26,4
105,23,59,3,16.05,5.35,2024-10-01 23:55:27,3
105,6,59,3,19.0,4.75,2024-10-01 21:37:18,4
106,13,6,2,14.25,4.75,2024-10-01 11:37:27,3
106,26,6,2,16.65,5.55,2024-10-01 07:42:26,3
107,33,48,2,10.7,5.35,2024-10-01 13:30:12,2
108,35,44,6,25.4,6.35,2024-10-01 17:31:54,4
108,17,44,6,11.5,5.75,2024-10-01 17:43:07,2
108,11,44,6,14.85,4.95,2024-10-01 00:45:37,3
108,37,44,6,20.7,6.9,2024-10-01 16:58:44,3
108,9,44,6,4.95,4.95,2024-10-01 04:32:46,1
109,37,48,6,13.8,6.9,2024-10-01 05:00:25,2
109,32,48,6,21.4,5.35,2024-10-01 00:30:58,4
110,26,55,4,5.55,5.55,2024-10-01 17:07:12,1
110,6,55,4,19.0,4.75,2024-10-01 12:35:17,4
111,24,23,2,5.55,5.55,2024-10-01 19:45:23,1
112,33,3,1,21.4,5.35,2024-10-01 23:53:33,4
112,8,3,1,19.8,4.95,2024-10-01 22:09:22,4
112,16,3,1,5.75,5.75,2024-10-01 14:16:32,1
112,8,3,1,19.8,4.95,2024-10-01 13:10:12,4
112,32,3,1,21.4,5.35,2024-10-01 13:54:01,4
113,7,31,2,19.8,4.95,2024-10-01 12:53:08,4
113,17,31,2,17.25,5.75,2024-10-01 02:16:48,3
113,11,31,2,14.85,4.95,2024-10-01 22:51:42,3
113,23,31,2,5.35,5.35,2024-10-01 22:23:24,1
114,5,4,7,4.95,4.95,2024-10-01 10:28:36,1
114,14,4,7,9.5,4.75,2024-10-01 10:45:37,2
114,9,4,7,9.9,4.95,2024-10-01 11:15:41,2
114,24,4,7,16.65,5.55,2024-10-01 02:21:13,3
114,1,4,7,13.0,6.5,2024-10-01 17:53:06,2
115,3,53,6,12.7,6.35,2024-10-01 11:48:17,2
115,11,53,6,19.8,4.95,2024-10-01 20:23:28,4
115,5,53,6,14.85,4.95,2024-10-01 12:44:30,3
115,36,53,6,19.05,6.35,2024-10-01 09:32:25,3
116,9,6,7,19.8,4.95,2024-10-01 11:54:55,4
116,21,6,7,4.95,4.95,2024-10-01 10:54:20,1
116,8,6,7,9.9,4.95,2024-10-01 22:50:24,2
117,2,35,1,13.05,4.35,2024-10-01 23:24:00,3
117,13,35,1,19.0,4.75,2024-10-01 19:42:54,4
117,11,35,1,19.8,4.95,2024-10-01 11:56:56,4
117,32,35,1,5.35,5.35,2024-10-01 07:55:57,1
118,27,65,3,11.1,5.55,2024-10-01 21:35:49,2
118,6,65,3,9.5,4.75,2024-10-01 17:00:02,2
118,3,65,3,25.4,6.35,2024-10-01 22:03:14,4
118,32,65,3,5.35,5.35,2024-10-01 11:31:27,1
119,3,60,7,25.4,6.35,2024-10-01 00:15:38,4
119,24,60,7,5.55,5.55,2024-10-01 05:29:00,1
120,14,74,4,14.25,4.75,2024-10-01 23:06:10,3
120,22,74,4,27.8,6.95,2024-10-01 01:14:09,4
120,26,74,4,22.2,5.55,2024-10-01 15:21:31,4
120,15,74,4,19.0,4.75,2024-10-01 20:58:39,4
121,5,38,7,14.85,4.95,2024-10-01 16:01:14,3
121,30,38,7,22.2,5.55,2024-10-01 21:53:53,4
121,3,38,7,6.35,6.35,2024-10-01 15:31:55,1
121,24,38,7,16.65,5.55,2024-10-01 22:26:59,3
122,19,75,3,24.2,6.05,2024-10-01 00:55:38,4
122,5,75,3,14.85,4.95,2024-10-01 13:22:46,3
122,16,75,3,23.0,5.75,2024-10-01 23:22:37,4
122,4,75,3,14.25,4.75,2024-10-01 07:35:57,3
123,23,40,5,10.7,5.35,2024-10-01 02:36:00,2
123,12,40,5,4.95,4.95,2024-10-01 14:43:29,1
123,25,40,5,16.05,5.35,2024-10-01 06:15:59,3
124,17,50,4,5.75,5.75,2024-10-01 00:13:43,1
125,37,30,6,6.9,6.9,2024-10-01 14:20:28,1
125,20,30,6,21.3,7.1,2024-10-01 12:48:46,3
125,30,30,6,11.1,5.55,2024-10-01 01:41:42,2
126,16,44,5,11.5,5.75,2024-10-01 22:36:44,2
126,31,44,5,5.55,5.55,2024-10-01 12:12:22,1
126,13,44,5,9.5,4.75,2024-10-01 18:48:43,2
126,34,44,5,16.05,5.35,2024-10-01 10:18:52,3
126,34,44,5,5.35,5.35,2024-10-01 03:22:57,1
127,14,22,1,14.25,4.75,2024-10-01 16:02:55,3
127,35,22,1,19.05,6.35,2024-10-01 15:55:42,3
127,11,22,1,4.95,4.95,2024-10-01 18:50:53,1
127,36,22,1,25.4,6.35,2024-10-01 14:18:50,4
127,21,22,1,14.85,4.95,2024-10-01 02:31:41,3
128,17,31,6,5.75,5.75,2024-10-01 12:25:52,1
129,26,1,5,5.55,5.55,2024-10-01 15:55:44,1
129,5,1,5,4.95,4.95,2024-10-01 09:23:46,1
129,11,1,5,4.95,4.95,2024-10-01 20:18:40,1
129,17,1,5,17.25,5.75,2024-10-01 17:18:30,3
129,36,1,5,25.4,6.35,2024-10-01 09:28:50,4
130,17,44,3,11.5,5.75,2024-10-01 11:33:23,2
130,37,44,3,20.7,6.9,2024-10-01 13:01:31,3
130,16,44,3,11.5,5.75,2024-10-01 22:14:36,2
130,30,44,3,5.55,5.55,2024-10-01 17:51:22,1
131,37,41,3,27.6,6.9,2024-10-01 00:35:09,4
131,23,41,3,16.05,5.35,2024-10-01 09:44:37,3
131,7,41,3,19.8,4.95,2024-10-01 04:00:12,4
131,3,41,3,19.05,6.35,2024-10-01 02:29:16,3
132,4,28,5,9.5,4.75,2024-10-01 23:13:58,2
132,30,28,5,5.55,5.55,2024-10-01 21:40:01,1
132,29,28,5,16.65,5.55,2024-10-01 19:11:01,3
132,31,28,5,5.55,5.55,2024-10-01 01:48:33,1
133,15,66,3,9.5,4.75,2024-10-01 15:11:36,2
133,19,66,3,12.1,6.05,2024-10-01 00:28:50,2
134,9,70,3,9.9,4.95,2024-10-01 13:13:20,2
134,23,70,3,16.05,5.35,2024-10-01 21:14:58,3
134,19,70,3,12.1,6.05,2024-10-01 14:16:48,2
134,26,70,3,11.1,5.55,2024-10-01 12:01:59,2
135,32,39,2,16.05,5.35,2024-10-01 23:03:06,3
135,19,39,2,18.15,6.05,2024-10-01 22:00:18,3
135,35,39,2,12.7,6.35,2024-10-01 09:51:04,2
136,19,32,3,12.1,6.05,2024-10-01 04:33:43,2
136,35,32,3,12.7,6.35,2024-10-01 15:41:28,2
137,8,36,4,14.85,4.95,2024-10-01 21:25:09,3
137,15,36,4,4.75,4.75,2024-10-01 16:06:12,1
137,18,36,4,25.2,6.3,2024-10-01 13:43:01,4
137,28,36,4,5.55,5.55,2024-10-01 10:41:10,1
138,19,30,1,12.1,6.05,2024-10-01 16:07:42,2
139,21,65,4,14.85,4.95,2024-10-01 13:55:05,3
140,21,74,6,14.85,4.95,2024-10-01 23:22:48,3
141,34,69,6,5.35,5.35,2024-10-01 09:27:30,1
141,21,69,6,19.8,4.95,2024-10-01 16:57:06,4
141,8,69,6,9.9,4.95,2024-10-01 03:13:37,2
142,29,32,6,5.55,5.55,2024-10-01 04:21:25,1
